Buy and Hold,Strategy,Longs,Sells,Shorts,Covers,Stdev_Strategy,Stdev_Hold,Stock
133.98,-24.37,45,45,45,45,378.7097603977063,1796.68400340847,AAPL_100-85
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-10
133.98,-5.15,17,17,18,18,91.53409510727492,1796.68400340847,AAPL_115-200
133.98,-11.01,39,39,35,35,219.70139039931865,1796.68400340847,AAPL_5-220
133.98,-6.11,18,18,19,19,99.30075775959176,1796.68400340847,AAPL_65-165
133.98,-13.42,41,41,39,39,309.84665828684285,1796.68400340847,AAPL_15-125
133.98,-8.4,20,20,21,21,154.53756588661696,1796.68400340847,AAPL_30-240
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_50-50
133.98,-11.7,25,25,26,26,211.66317904974252,1796.68400340847,AAPL_40-145
133.98,-40.48,133,133,126,126,690.0440635809365,1796.68400340847,AAPL_25-30
133.98,-27.5,85,85,82,82,421.6672543881908,1796.68400340847,AAPL_75-70
133.98,-1.86,10,10,11,11,50.90803706135315,1796.68400340847,AAPL_105-300
133.98,-8.09,16,16,17,17,130.48355896826513,1796.68400340847,AAPL_90-185
133.98,-5.64,17,17,17,17,98.55215143743936,1796.68400340847,AAPL_55-260
133.98,-4.86,12,12,13,13,80.98744299014547,1796.68400340847,AAPL_80-280
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-15
133.98,-10.38,15,15,16,16,140.2551933985236,1796.68400340847,AAPL_115-205
133.98,-22.79,57,57,56,56,412.4848831765551,1796.68400340847,AAPL_100-90
133.98,-12.41,40,40,37,37,299.48511409171317,1796.68400340847,AAPL_5-225
133.98,-3.65,17,17,18,18,69.62684187619264,1796.68400340847,AAPL_65-170
133.98,-12.5,21,21,21,21,217.78399428040873,1796.68400340847,AAPL_30-245
133.98,-8.92,39,39,38,38,196.96564465624027,1796.68400340847,AAPL_15-130
133.98,-14.58,26,26,27,27,217.08980910133096,1796.68400340847,AAPL_40-150
133.98,-26.94,95,95,91,91,496.54289443125595,1796.68400340847,AAPL_50-55
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_75-75
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_110-0
133.98,-23.96,100,100,98,98,396.88624847812315,1796.68400340847,AAPL_25-35
133.98,-8.01,16,16,17,17,109.6604019703638,1796.68400340847,AAPL_90-190
133.98,-4.65,15,15,16,16,88.24315911352137,1796.68400340847,AAPL_115-210
133.98,-6.77,16,16,17,17,86.03947148595489,1796.68400340847,AAPL_55-265
133.98,-10.32,13,13,14,14,139.98118558983052,1796.68400340847,AAPL_80-285
133.98,-9.38,38,38,37,37,257.5769371325281,1796.68400340847,AAPL_5-230
133.98,-24.56,74,74,71,71,402.24065205488483,1796.68400340847,AAPL_100-95
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-20
133.98,-7.56,19,19,19,19,131.46668715449428,1796.68400340847,AAPL_30-250
133.98,-10.81,36,36,35,35,227.8882943443098,1796.68400340847,AAPL_15-135
133.98,-5.58,18,18,19,19,88.35150104384672,1796.68400340847,AAPL_65-175
133.98,-11.06,25,25,26,26,193.50881585418236,1796.68400340847,AAPL_40-155
133.98,-27.82,77,77,73,73,467.0528304970123,1796.68400340847,AAPL_50-60
133.98,-6.95,15,15,16,16,98.87734864323504,1796.68400340847,AAPL_90-195
133.98,-28.18,81,81,79,79,485.091772287791,1796.68400340847,AAPL_75-80
133.98,-24.12,82,82,81,81,383.515606045237,1796.68400340847,AAPL_25-40
133.98,-0.68,14,14,15,15,34.48433021031151,1796.68400340847,AAPL_115-215
133.98,-16.74,67,67,63,63,282.6778362139112,1796.68400340847,AAPL_110-5
133.98,-9.35,37,37,36,36,257.1637295478265,1796.68400340847,AAPL_5-235
133.98,-5.3,18,18,19,19,117.97754085096064,1796.68400340847,AAPL_30-255
133.98,-4.12,14,14,15,15,53.08525723511787,1796.68400340847,AAPL_55-270
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-25
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_100-100
133.98,-5.71,18,18,19,19,97.32536199464231,1796.68400340847,AAPL_65-180
133.98,-6.18,12,12,13,13,106.60735711800372,1796.68400340847,AAPL_80-290
133.98,-13.81,33,33,34,34,217.7395687875271,1796.68400340847,AAPL_15-140
133.98,-8.46,23,23,24,24,174.9772530727303,1796.68400340847,AAPL_40-160
133.98,-22.52,61,61,62,62,371.2163438568933,1796.68400340847,AAPL_50-65
133.98,-3.72,16,16,17,17,66.83304069510581,1796.68400340847,AAPL_90-200
133.98,-29.88,64,64,64,64,513.195696974388,1796.68400340847,AAPL_75-85
133.98,-9.36,40,40,35,35,259.2813617184702,1796.68400340847,AAPL_5-240
133.98,-5.3,14,14,15,15,73.0759157713707,1796.68400340847,AAPL_115-220
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-30
133.98,-7.12,14,14,15,15,126.72823634065617,1796.68400340847,AAPL_55-275
133.98,-3.81,16,16,17,17,71.85979332773422,1796.68400340847,AAPL_65-185
133.98,-2.43,18,18,19,19,61.47976660668126,1796.68400340847,AAPL_30-260
133.98,-26.51,70,70,68,68,406.1411243728366,1796.68400340847,AAPL_100-105
133.98,-11.35,12,12,13,13,154.78188468749156,1796.68400340847,AAPL_80-295
133.98,-23.48,68,68,66,66,360.82531217823396,1796.68400340847,AAPL_25-45
133.98,-10.28,14,14,15,15,190.82547474292434,1796.68400340847,AAPL_90-205
133.98,-12.84,23,23,24,24,210.10955637442632,1796.68400340847,AAPL_40-165
133.98,-21.22,47,47,46,46,344.02559951791375,1796.68400340847,AAPL_110-10
133.98,-20.3,54,54,53,53,310.01953714773055,1796.68400340847,AAPL_50-70
133.98,-14.04,32,32,33,33,258.1985633414743,1796.68400340847,AAPL_15-145
133.98,-13.95,49,49,48,48,258.9687628984466,1796.68400340847,AAPL_75-90
133.98,-19.34,37,37,35,35,391.45609679900514,1796.68400340847,AAPL_5-245
133.98,-8.76,14,14,15,15,117.6630537167598,1796.68400340847,AAPL_55-280
133.98,-6.47,16,16,17,17,130.39429164561204,1796.68400340847,AAPL_65-190
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-35
133.98,-8.75,18,18,19,19,152.8295478939105,1796.68400340847,AAPL_30-265
133.98,-17.57,52,52,51,51,319.09298884831213,1796.68400340847,AAPL_100-110
133.98,-23.06,63,63,63,63,405.5340454597099,1796.68400340847,AAPL_25-50
133.98,-1.32,15,15,16,16,53.43943869602605,1796.68400340847,AAPL_115-225
133.98,-3.76,10,10,11,11,67.41458121412941,1796.68400340847,AAPL_80-300
133.98,-3.5,14,14,15,15,70.31206218709552,1796.68400340847,AAPL_90-210
133.98,-8.02,20,20,21,21,128.66718096478812,1796.68400340847,AAPL_40-170
133.98,-13.0,32,32,33,33,260.7692122664244,1796.68400340847,AAPL_15-150
133.98,-15.66,37,37,37,37,232.1561703597497,1796.68400340847,AAPL_110-15
133.98,-9.69,47,47,46,46,189.83419013082698,1796.68400340847,AAPL_50-75
133.98,-16.57,44,44,43,43,264.94224157328233,1796.68400340847,AAPL_75-95
133.98,-5.05,13,13,14,14,86.0081104539304,1796.68400340847,AAPL_55-285
133.98,-7.76,16,16,17,17,133.11867904293794,1796.68400340847,AAPL_65-195
133.98,-18.18,59,59,59,59,285.38472039269453,1796.68400340847,AAPL_25-55
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-40
133.98,-20.3,39,39,36,36,366.54708208638624,1796.68400340847,AAPL_5-250
133.98,-16.9,41,41,42,42,257.6599366719921,1796.68400340847,AAPL_100-115
133.98,-5.57,15,15,16,16,87.20272043025935,1796.68400340847,AAPL_115-230
133.98,-6.34,18,18,19,19,91.74157177079681,1796.68400340847,AAPL_30-270
133.98,-4.86,14,14,15,15,81.59425777739662,1796.68400340847,AAPL_90-215
133.98,-6.9,20,20,21,21,99.8233317749829,1796.68400340847,AAPL_40-175
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_85-0
133.98,-18.17,38,38,38,38,310.52192116164395,1796.68400340847,AAPL_110-20
133.98,-10.88,29,29,30,30,209.4282457889201,1796.68400340847,AAPL_15-155
133.98,-18.98,46,46,44,44,269.65687793288583,1796.68400340847,AAPL_50-80
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-45
133.98,-20.99,58,58,58,58,375.6402442279842,1796.68400340847,AAPL_25-60
133.98,-2.04,16,16,17,17,39.0742540445232,1796.68400340847,AAPL_65-200
133.98,-6.49,13,13,14,14,115.67757225878782,1796.68400340847,AAPL_55-290
133.98,-22.36,40,40,37,37,402.68404018991697,1796.68400340847,AAPL_5-255
133.98,-4.04,17,17,18,18,46.29225252122154,1796.68400340847,AAPL_30-275
133.98,-6.43,14,14,15,15,105.15130161306782,1796.68400340847,AAPL_90-220
133.98,-9.57,38,38,38,38,144.81579292201238,1796.68400340847,AAPL_75-100
133.98,-8.15,20,20,21,21,151.7750412114429,1796.68400340847,AAPL_40-180
133.98,-5.45,13,13,14,14,96.71318362345791,1796.68400340847,AAPL_115-235
133.98,-17.05,36,36,37,37,287.35648069387804,1796.68400340847,AAPL_100-120
133.98,-11.25,27,27,28,28,199.24157528153523,1796.68400340847,AAPL_15-160
133.98,-27.54,88,88,85,85,437.7668541156332,1796.68400340847,AAPL_85-5
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-50
133.98,-10.46,53,53,53,53,190.4033393041605,1796.68400340847,AAPL_25-65
133.98,-13.76,36,36,36,36,214.8762375263398,1796.68400340847,AAPL_110-25
133.98,-10.77,41,41,41,41,207.21437900333996,1796.68400340847,AAPL_50-85
133.98,-18.53,45,45,40,40,322.0158644844893,1796.68400340847,AAPL_5-260
133.98,-7.67,20,20,19,19,130.0847928724961,1796.68400340847,AAPL_30-280
133.98,-1.15,33,33,34,34,78.41177669481353,1796.68400340847,AAPL_75-105
133.98,-5.14,13,13,14,14,86.84672773686917,1796.68400340847,AAPL_90-225
133.98,-6.36,13,13,14,14,88.85398921739743,1796.68400340847,AAPL_55-295
133.98,-4.43,16,16,17,17,86.41650945492066,1796.68400340847,AAPL_65-205
133.98,-6.69,19,19,20,20,134.23944382680165,1796.68400340847,AAPL_40-185
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-55
133.98,-12.88,30,30,31,31,242.8712426595631,1796.68400340847,AAPL_100-125
133.98,-7.13,27,27,28,28,134.64000020109134,1796.68400340847,AAPL_15-165
133.98,-24.29,51,51,51,51,401.0139934485692,1796.68400340847,AAPL_25-70
133.98,-4.57,13,13,14,14,55.089756620036056,1796.68400340847,AAPL_115-240
133.98,-25.72,58,58,56,56,399.4547891455666,1796.68400340847,AAPL_85-10
133.98,-23.56,44,44,40,40,406.40707429225654,1796.68400340847,AAPL_5-265
133.98,-18.85,38,38,38,38,284.79585982310533,1796.68400340847,AAPL_50-90
133.98,-7.96,16,16,17,17,103.67318721320889,1796.68400340847,AAPL_30-285
133.98,-2.86,13,13,14,14,60.56796596343073,1796.68400340847,AAPL_90-230
133.98,-16.21,35,35,35,35,293.2409150964154,1796.68400340847,AAPL_110-30
133.98,-9.59,32,32,33,33,172.98280612523126,1796.68400340847,AAPL_75-110
133.98,-6.69,12,12,13,13,109.28284409655487,1796.68400340847,AAPL_55-300
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-60
133.98,-7.12,16,16,17,17,108.36280237442823,1796.68400340847,AAPL_65-210
133.98,-8.64,19,19,20,20,130.4386229914166,1796.68400340847,AAPL_40-190
133.98,-12.29,28,28,29,29,200.3824778484103,1796.68400340847,AAPL_100-130
133.98,-6.44,25,25,26,26,97.09726234373821,1796.68400340847,AAPL_15-170
133.98,-5.15,13,13,14,14,81.86081371901703,1796.68400340847,AAPL_115-245
133.98,-15.44,34,34,34,34,266.0725327991845,1796.68400340847,AAPL_50-95
133.98,-0.96,16,16,17,17,76.88724458148073,1796.68400340847,AAPL_30-290
133.98,-21.0,49,49,49,49,367.83647179963805,1796.68400340847,AAPL_25-75
133.98,-13.78,37,37,37,37,225.0101676303949,1796.68400340847,AAPL_110-35
133.98,-10.98,29,29,30,30,174.06536357203294,1796.68400340847,AAPL_75-115
133.98,-22.94,54,54,53,53,350.3142409216723,1796.68400340847,AAPL_85-15
133.98,-22.81,37,37,34,34,396.40625901455655,1796.68400340847,AAPL_5-270
133.98,-8.76,14,14,15,15,130.09846355280578,1796.68400340847,AAPL_90-235
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_60-0
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-65
133.98,-5.12,16,16,17,17,85.87083494323133,1796.68400340847,AAPL_65-215
133.98,-6.8,19,19,20,20,125.48743690163225,1796.68400340847,AAPL_40-195
133.98,-8.31,24,24,25,25,128.67409706369733,1796.68400340847,AAPL_15-175
133.98,-13.7,27,27,28,28,274.78340840903394,1796.68400340847,AAPL_100-135
133.98,-3.85,14,14,15,15,51.7905626796267,1796.68400340847,AAPL_30-295
133.98,-3.04,12,12,13,13,66.25776435857154,1796.68400340847,AAPL_115-250
133.98,-16.18,49,49,48,48,273.3475190705158,1796.68400340847,AAPL_25-80
133.98,-12.26,33,33,34,34,233.29195065347673,1796.68400340847,AAPL_50-100
133.98,-16.76,35,35,35,35,290.59781604981174,1796.68400340847,AAPL_5-275
133.98,-5.68,13,13,14,14,138.7643282944903,1796.68400340847,AAPL_90-240
133.98,-12.06,33,33,32,32,202.74873865786626,1796.68400340847,AAPL_110-40
133.98,-9.93,27,27,28,28,202.70549695759757,1796.68400340847,AAPL_75-120
133.98,-13.83,48,48,47,47,240.1148836897461,1796.68400340847,AAPL_85-20
133.98,-28.22,88,87,82,82,426.58372574083444,1796.68400340847,AAPL_60-5
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-70
133.98,-7.09,19,19,20,20,113.83700350565668,1796.68400340847,AAPL_40-200
133.98,-11.03,28,28,27,27,211.2861154772098,1796.68400340847,AAPL_15-180
133.98,-7.37,16,16,17,17,136.20073436153672,1796.68400340847,AAPL_65-220
133.98,-11.08,14,14,15,15,162.5859261772343,1796.68400340847,AAPL_30-300
133.98,-16.31,25,25,26,26,235.89694779891903,1796.68400340847,AAPL_100-140
133.98,-7.06,33,33,34,34,146.3239099671334,1796.68400340847,AAPL_50-105
133.98,-2.43,13,13,14,14,75.35757315366469,1796.68400340847,AAPL_90-245
133.98,-19.42,46,46,46,46,329.15279684588654,1796.68400340847,AAPL_25-85
133.98,-13.88,36,36,35,35,273.3167367049647,1796.68400340847,AAPL_5-280
133.98,-8.28,32,32,31,31,118.27146670594162,1796.68400340847,AAPL_110-45
133.98,-3.74,11,11,12,12,60.15365717479401,1796.68400340847,AAPL_115-255
133.98,-10.43,25,25,26,26,197.75695375458048,1796.68400340847,AAPL_75-125
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-75
133.98,-14.61,46,46,46,46,224.0897937618373,1796.68400340847,AAPL_85-25
133.98,-9.53,26,26,26,26,177.69302245421648,1796.68400340847,AAPL_15-185
133.98,-12.89,19,19,20,20,223.0284600670327,1796.68400340847,AAPL_40-205
133.98,-30.07,66,66,66,66,481.61379131888316,1796.68400340847,AAPL_60-10
133.98,-5.91,15,15,16,16,114.40872696561563,1796.68400340847,AAPL_65-225
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_35-0
133.98,-10.7,31,31,32,32,172.68494260530122,1796.68400340847,AAPL_50-110
133.98,-18.58,34,34,34,34,274.99836578327324,1796.68400340847,AAPL_5-285
133.98,-14.78,24,24,25,25,262.3899625251107,1796.68400340847,AAPL_100-145
133.98,-6.11,13,13,14,14,93.87827457110829,1796.68400340847,AAPL_90-250
133.98,-14.87,44,44,44,44,254.58370351319428,1796.68400340847,AAPL_25-90
133.98,-0.17,11,11,12,12,46.43310788617281,1796.68400340847,AAPL_115-260
133.98,-13.2,32,32,31,31,231.39997251995416,1796.68400340847,AAPL_110-50
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-80
133.98,-15.23,27,27,27,27,242.74103157264338,1796.68400340847,AAPL_15-190
133.98,-9.32,41,41,41,41,162.7245321010248,1796.68400340847,AAPL_85-30
133.98,-7.88,18,18,19,19,141.30294719790714,1796.68400340847,AAPL_40-210
133.98,-6.67,23,23,24,24,129.51609677716434,1796.68400340847,AAPL_75-130
133.98,-34.17,125,125,119,119,554.5829665174509,1796.68400340847,AAPL_35-5
133.98,-13.78,31,31,31,31,249.52580990922607,1796.68400340847,AAPL_5-290
133.98,-4.13,14,14,15,15,78.68505480355753,1796.68400340847,AAPL_90-255
133.98,-5.8,14,14,15,15,104.70817256518016,1796.68400340847,AAPL_65-230
133.98,-21.49,61,61,61,61,300.0772420743623,1796.68400340847,AAPL_60-15
133.98,-14.17,22,22,23,23,230.5960523743267,1796.68400340847,AAPL_100-150
133.98,-14.72,30,30,31,31,253.20166243287514,1796.68400340847,AAPL_50-115
133.98,-0.37,11,11,12,12,36.86932994970311,1796.68400340847,AAPL_115-265
133.98,-17.38,27,27,28,28,299.22273928966445,1796.68400340847,AAPL_15-195
133.98,-8.98,43,43,43,43,161.33134969272137,1796.68400340847,AAPL_25-95
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-85
133.98,-14.59,40,40,41,41,207.84994598197082,1796.68400340847,AAPL_85-35
133.98,-5.14,19,19,20,20,94.56542519515315,1796.68400340847,AAPL_40-215
133.98,-12.98,33,33,31,31,202.92113349853284,1796.68400340847,AAPL_110-55
133.98,-16.63,34,34,33,33,294.9786441808875,1796.68400340847,AAPL_5-295
133.98,-28.12,105,105,102,102,484.78631361468337,1796.68400340847,AAPL_35-10
133.98,-8.44,22,22,23,23,152.3615653975204,1796.68400340847,AAPL_75-135
133.98,-4.0,13,13,14,14,66.344825213276,1796.68400340847,AAPL_90-260
133.98,-29.33,61,61,60,60,481.03281127579055,1796.68400340847,AAPL_60-20
133.98,-9.77,16,16,17,17,226.88748168837225,1796.68400340847,AAPL_65-235
133.98,-11.99,22,22,23,23,186.69410131392192,1796.68400340847,AAPL_100-155
133.98,-1.5,11,11,12,12,43.16719048024155,1796.68400340847,AAPL_115-270
133.98,-10.51,27,27,28,28,195.6328644367348,1796.68400340847,AAPL_50-120
133.98,-13.06,25,25,26,26,226.29259975422335,1796.68400340847,AAPL_15-200
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-90
133.98,-12.17,40,40,40,40,192.07726928049468,1796.68400340847,AAPL_25-100
133.98,-4.79,19,19,20,20,99.49864733472192,1796.68400340847,AAPL_40-220
133.98,-14.59,41,41,38,38,249.89552126286026,1796.68400340847,AAPL_85-40
133.98,-29.08,94,94,91,91,442.4518576656169,1796.68400340847,AAPL_35-15
133.98,-15.34,34,34,33,33,242.68833043572926,1796.68400340847,AAPL_110-60
133.98,-20.73,58,58,58,58,284.0760881444014,1796.68400340847,AAPL_60-25
133.98,-13.79,31,31,31,31,207.41742534372133,1796.68400340847,AAPL_5-300
133.98,1.37,12,12,13,13,36.39673329378611,1796.68400340847,AAPL_90-265
133.98,-9.96,20,20,21,21,169.9016062256633,1796.68400340847,AAPL_100-160
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-95
133.98,-4.03,16,16,17,17,76.25792307225355,1796.68400340847,AAPL_65-240
133.98,-0.64,12,12,13,13,32.25490890001066,1796.68400340847,AAPL_115-275
133.98,-7.45,26,26,27,27,167.62820575624622,1796.68400340847,AAPL_50-125
133.98,-13.13,38,38,38,38,242.40153472989056,1796.68400340847,AAPL_25-105
133.98,-16.77,24,24,25,25,248.59261435605592,1796.68400340847,AAPL_15-205
133.98,-3.13,20,20,20,20,93.80561459768671,1796.68400340847,AAPL_40-225
133.98,-4.0,22,22,23,23,102.56820194894846,1796.68400340847,AAPL_75-140
133.98,-12.97,40,40,39,39,204.8596069809068,1796.68400340847,AAPL_85-45
133.98,-27.83,91,91,90,90,441.1091085957681,1796.68400340847,AAPL_35-20
133.98,-9.0,12,12,13,13,142.73037247102346,1796.68400340847,AAPL_90-270
133.98,-18.48,32,32,31,31,276.63625860658516,1796.68400340847,AAPL_110-65
133.98,-23.92,57,57,57,57,414.18783006041184,1796.68400340847,AAPL_60-30
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-100
133.98,-11.42,20,20,21,21,212.85898533720578,1796.68400340847,AAPL_100-165
133.98,-6.15,17,17,18,18,136.6418261495008,1796.68400340847,AAPL_65-245
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_10-0
133.98,-9.88,24,24,25,25,179.56078121000797,1796.68400340847,AAPL_50-130
133.98,-13.19,36,36,36,36,238.78273402707472,1796.68400340847,AAPL_25-110
133.98,-11.89,24,24,24,24,184.30286891240755,1796.68400340847,AAPL_15-210
133.98,0.18,13,13,14,14,58.316803903393826,1796.68400340847,AAPL_115-280
133.98,-38.5,100,100,91,91,612.3070740875278,1796.68400340847,AAPL_35-25
133.98,0.51,21,21,22,22,86.92604018582962,1796.68400340847,AAPL_75-145
133.98,-3.98,12,12,13,13,97.11526939762308,1796.68400340847,AAPL_90-275
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-105
133.98,-12.11,33,33,32,32,199.1883272823817,1796.68400340847,AAPL_110-70
133.98,-9.03,19,19,20,20,136.57255923849365,1796.68400340847,AAPL_40-230
133.98,-13.8,53,53,53,53,185.34822257117298,1796.68400340847,AAPL_60-35
133.98,-6.73,16,16,17,17,117.20908733376177,1796.68400340847,AAPL_65-250
133.98,-61.18,353,353,326,326,1041.3365722058593,1796.68400340847,AAPL_10-5
133.98,-3.95,33,33,33,33,107.96608449519937,1796.68400340847,AAPL_25-115
133.98,-19.52,41,41,40,40,269.33637074879385,1796.68400340847,AAPL_85-50
133.98,-13.64,25,25,26,26,206.22230172466948,1796.68400340847,AAPL_15-215
133.98,-9.19,24,24,25,25,183.27724809678878,1796.68400340847,AAPL_50-135
133.98,-9.86,21,21,22,22,152.86935314554975,1796.68400340847,AAPL_100-170
133.98,-1.02,12,12,13,13,46.79627961972297,1796.68400340847,AAPL_115-285
133.98,-45.65,126,126,113,113,757.6540508869753,1796.68400340847,AAPL_35-30
133.98,-4.06,20,20,21,21,67.74234725949964,1796.68400340847,AAPL_75-150
133.98,-5.12,18,18,19,19,101.74558252646082,1796.68400340847,AAPL_40-235
133.98,-0.27,12,12,13,13,42.77518777672076,1796.68400340847,AAPL_90-280
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_10-10
133.98,-12.08,54,54,55,55,183.65232747203876,1796.68400340847,AAPL_60-40
133.98,-8.4,15,15,16,16,121.73819057610598,1796.68400340847,AAPL_65-255
133.98,-14.69,25,25,26,26,260.0073654206972,1796.68400340847,AAPL_15-220
133.98,-5.22,32,32,32,32,131.98090836027666,1796.68400340847,AAPL_25-120
133.98,-14.91,33,33,32,32,232.18843838179635,1796.68400340847,AAPL_110-75
133.98,-12.25,41,41,41,41,187.40643476594036,1796.68400340847,AAPL_85-55
133.98,-12.91,23,23,23,23,216.10116939066413,1796.68400340847,AAPL_50-140
133.98,-2.68,12,12,13,13,50.89856626235373,1796.68400340847,AAPL_115-290
133.98,-7.87,19,19,19,19,117.3192239120131,1796.68400340847,AAPL_100-175
133.98,-6.87,19,19,20,20,144.49066516883212,1796.68400340847,AAPL_40-240
133.98,-64.06,225,225,216,215,1029.6738921233937,1796.68400340847,AAPL_10-15
133.98,-3.97,12,12,13,13,79.4810260824747,1796.68400340847,AAPL_90-285
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-110
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_35-35
133.98,-9.9,15,15,16,16,180.30146616085344,1796.68400340847,AAPL_65-260
133.98,-2.44,21,21,22,22,68.82017092682479,1796.68400340847,AAPL_75-155
133.98,-4.3,31,31,31,31,103.7921255743782,1796.68400340847,AAPL_25-125
133.98,-12.31,26,26,26,26,219.83865113959516,1796.68400340847,AAPL_15-225
133.98,-20.35,62,62,63,63,360.8320900786649,1796.68400340847,AAPL_60-45
133.98,-17.4,33,33,32,32,267.265595718525,1796.68400340847,AAPL_110-80
133.98,-12.18,43,43,43,43,163.4738037821946,1796.68400340847,AAPL_85-60
133.98,-9.0,22,22,23,23,142.64156500740242,1796.68400340847,AAPL_50-145
133.98,1.92,10,10,11,11,38.47163602819088,1796.68400340847,AAPL_115-295
133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_0-115
133.98,-3.61,17,17,18,18,71.83741479900547,1796.68400340847,AAPL_100-180
133.98,-46.49,115,115,110,110,724.60424905858,1796.68400340847,AAPL_35-40
133.98,-6.59,13,13,14,14,94.76651403582242,1796.68400340847,AAPL_65-265
133.98,-6.76,13,13,14,14,123.25141362127596,1796.68400340847,AAPL_90-290
133.98,-3.35,19,19,20,20,64.24693512636405,1796.68400340847,AAPL_75-160
133.98,-4.42,32,32,32,32,127.87141763259262,1796.68400340847,AAPL_25-130
133.98,-16.59,49,49,49,49,269.9060018687263,1796.68400340847,AAPL_85-65
133.98,-10.47,35,35,33,33,216.1724886866149,1796.68400340847,AAPL_110-85
133.98,-24.86,77,77,72,72,343.17308253531615,1796.68400340847,AAPL_60-50
